id,place_id,business_name,category,state,city,district,industrial_zone,pin_code,address,phone,whatsapp_link,email,website,decision_maker,google_rating,reviews_count,google_maps_url,growth_gap,recommended_package,tailored_pitch_hook,has_website,call_status,follow_up_date,sales_remarks,is_live_google,created_at,updated_at
38,ChIJQVKjY2vt3TsRU49YB6_fRLE,Grandeur Engineering Pvt Ltd,MSME / Manufacturing,Maharashtra,Nashik,,Ambad MIDC,422010,"E-100, MIDC Ambad, Nashik, Maharashtra 422010, India",+91 25366 04388,https://wa.me/912536604388,,http://www.grandeurengineering.com/,Owner / Managing Director,4.3 ★ (24 reviews),24,https://maps.google.com/?cid=12773580385965084499&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing automated CRM RFQ pipeline & WhatsApp quotation generation for tier-1 vendor approvals.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Nashik, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Nashik.",1,New / Fresh,,,1,2026-09-13 13:19:37,2026-09-13 13:19:37
37,ChIJmX5z9XaT3TsRLvcUIyhC6PU,"Ashapuri Industries | Precision machined components manufacturer in Nashik, India",MSME / Manufacturing,Maharashtra,Nashik,,Ambad MIDC,422010,"L-47, opp. Glaxo material gate, Nandni Nagar, MIDC Ambad, Nashik, Maharashtra 422010, India",+91 91300 56547,https://wa.me/919130056547,,https://ashapuriindustries.com/,Owner / Managing Director,4.8 ★ (18 reviews),18,https://maps.google.com/?cid=17719485474043918126&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing automated CRM RFQ pipeline & WhatsApp quotation generation for tier-1 vendor approvals.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Nashik, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Nashik.",1,New / Fresh,,,1,2026-09-13 13:19:37,2026-09-13 13:19:37
36,ChIJ1eqbCFbr3TsRak7PCW3vRQw,Fortuna Engineering Nashik Private Limited,MSME / Manufacturing,Maharashtra,Nashik,,Ambad MIDC,422010,"Fortuna S28, Panchwati, MIDC Ambad, Nashik, Maharashtra 422010, India",+91 25323 84109,https://wa.me/912532384109,,http://www.fortunaengineering.com/,Owner / Managing Director,4.1 ★ (94 reviews),94,https://maps.google.com/?cid=884376153443225194&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing automated CRM RFQ pipeline & WhatsApp quotation generation for tier-1 vendor approvals.,"MSME Tech & CRM Growth Suite (₹79,999 - ₹1,45,000)","Hi Sir/Madam, with manufacturing expanding across Nashik, procurement heads in Pune and Mumbai search for verified vendors online. VinEstate builds enterprise-grade websites, AI quotation drafting, and CRM lead pipelines tailored specifically for MSMEs in Nashik.",1,New / Fresh,,,1,2026-09-13 13:19:37,2026-09-13 13:19:37
35,ChIJD-_yvVTt3TsRHNsmSDibA88,Sula Vineyards Point,Wineries & Vineyards,Maharashtra,Nashik,,Nashik Zone,422012,"2M5W+PQG, Govardhan, Maharashtra 422012, India",,,,,Owner / Managing Director,4.3 ★ (388 reviews),388,https://maps.google.com/?cid=14916937056812194588&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,No direct-to-consumer digital cellar door or online tasting tour booking portal.,"Winery Growth & Tasting Engine (₹64,999)","Hi Sir/Madam, Sula Vineyards Point is one of Nashik's premier wine destinations. We help vineyards automate weekend tasting bookings via WhatsApp and run targeted B2B campaigns to attract high-paying corporate offsites from Mumbai and Pune.",0,New / Fresh,,,1,2026-09-13 13:19:36,2026-09-13 13:19:36
34,ChIJ19K43Wzz3TsRYuLjjEiK0iw,Beyond by Sula,Wineries & Vineyards,Maharashtra,Nashik,,Nashik Zone,422222,"S.No.41/1B, Gangavarhe Village, Nashik, Maharashtra 422222, India",+91 78755 55725,https://wa.me/917875555725,,https://sulavineyards.com/stay-with-us-beyond.php,Owner / Managing Director,4.4 ★ (748 reviews),748,https://maps.google.com/?cid=3229795926984090210&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing B2B HoReCa distributor portal and automated wine club membership subscriptions.,"Winery Growth & Tasting Engine (₹64,999)","Hi Sir/Madam, Beyond by Sula is one of Nashik's premier wine destinations. We help vineyards automate weekend tasting bookings via WhatsApp and run targeted B2B campaigns to attract high-paying corporate offsites from Mumbai and Pune.",1,New / Fresh,,,1,2026-09-13 13:19:36,2026-09-13 13:19:36
33,ChIJm2MfosPD3TsRk7oztenqp2g,Renaissance Winery Private Ltd,Wineries & Vineyards,Maharashtra,Nashik,,Nashik Zone,422207,"GAT NO 2317 NEAR 10TH MILE MUMBAI AGRA ROAD OJHAR MIG, Ojhar, Maharashtra 422207, India",+91 92251 24624,https://wa.me/919225124624,,http://www.renaissancewineryindia.net/,Owner / Managing Director,4.1 ★ (137 reviews),137,https://maps.google.com/?cid=7541254390543530643&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing B2B HoReCa distributor portal and automated wine club membership subscriptions.,"Winery Growth & Tasting Engine (₹64,999)","Hi Sir/Madam, Renaissance Winery Private Ltd is one of Nashik's premier wine destinations. We help vineyards automate weekend tasting bookings via WhatsApp and run targeted B2B campaigns to attract high-paying corporate offsites from Mumbai and Pune.",1,New / Fresh,,,1,2026-09-13 13:19:36,2026-09-13 13:19:36
32,ChIJlS_bm7rt3TsRifGc9RzrGAQ,The Source at Sula,Wineries & Vineyards,Maharashtra,Nashik,,Nashik Zone,422222,"Gat 36/2, Sula Vineyards, 36/2, Sula Road, off Gangapur-Savargaon Road, Govardhan, Nashik, Maharashtra 422222, India",+91 78755 55735,https://wa.me/917875555735,,https://sulavineyards.com/stay-with-us.php,Owner / Managing Director,4.4 ★ (2618 reviews),2618,https://maps.google.com/?cid=295244285205082505&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing B2B HoReCa distributor portal and automated wine club membership subscriptions.,"Winery Growth & Tasting Engine (₹64,999)","Hi Sir/Madam, The Source at Sula is one of Nashik's premier wine destinations. We help vineyards automate weekend tasting bookings via WhatsApp and run targeted B2B campaigns to attract high-paying corporate offsites from Mumbai and Pune.",1,New / Fresh,,,1,2026-09-13 13:19:36,2026-09-13 13:19:36
31,ChIJ7QJs0Yrt3TsRXluBP8ME11A,Backwater Sula Wine Yards,Wineries & Vineyards,Maharashtra,Nashik,,Nashik Zone,422222,"2M64+GCP, Nashik, Gangavhare, Maharashtra 422222, India",+91 78755 55725,https://wa.me/917875555725,,,Owner / Managing Director,4.5 ★ (783 reviews),783,https://maps.google.com/?cid=5825129879657601886&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,No direct-to-consumer digital cellar door or online tasting tour booking portal.,"Winery Growth & Tasting Engine (₹64,999)","Hi Sir/Madam, Backwater Sula Wine Yards is one of Nashik's premier wine destinations. We help vineyards automate weekend tasting bookings via WhatsApp and run targeted B2B campaigns to attract high-paying corporate offsites from Mumbai and Pune.",0,New / Fresh,,,1,2026-09-13 13:19:36,2026-09-13 13:19:36
30,ChIJLduJ_FjL3TsRb8t4shoxIw8,Vinsura winery-Factory outlet,Wineries & Vineyards,Maharashtra,Nashik,,Nashik Zone,422305,"Nashik, Subhash Nagar, Maharashtra 422305, India",+91 87889 09323,https://wa.me/918788909323,,http://www.vinsurawines.com/,Owner / Managing Director,4.6 ★ (100 reviews),100,https://maps.google.com/?cid=1090769525486963567&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing B2B HoReCa distributor portal and automated wine club membership subscriptions.,"Winery Growth & Tasting Engine (₹64,999)","Hi Sir/Madam, Vinsura winery-Factory outlet is one of Nashik's premier wine destinations. We help vineyards automate weekend tasting bookings via WhatsApp and run targeted B2B campaigns to attract high-paying corporate offsites from Mumbai and Pune.",1,New / Fresh,,,1,2026-09-13 13:19:36,2026-09-13 13:19:36
29,ChIJNVKSr7rZ3TsRemR-tn3X0o0,N. D. Wines Pvt. Ltd.(Dindori Tasting Room By Sula),Wineries & Vineyards,Maharashtra,Nashik,,Nashik Zone,422205,"NH360, Khedgaon, Maharashtra 422205, India",,,,,Owner / Managing Director,4.7 ★ (139 reviews),139,https://maps.google.com/?cid=10219467439389697146&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,No direct-to-consumer digital cellar door or online tasting tour booking portal.,"Winery Growth & Tasting Engine (₹64,999)","Hi Sir/Madam, N. D. Wines Pvt. Ltd.(Dindori Tasting Room By Sula) is one of Nashik's premier wine destinations. We help vineyards automate weekend tasting bookings via WhatsApp and run targeted B2B campaigns to attract high-paying corporate offsites from Mumbai and Pune.",0,New / Fresh,,,1,2026-09-13 13:19:36,2026-09-13 13:19:36
28,ChIJN12mDlqO3TsROR365Tqo-bw,Vallonne Vineyards Pvt Ltd,Wineries & Vineyards,Maharashtra,Igatpuri,,Nashik Zone,422402,"Gat no. 504, Kavnai Shivar Near Sanjegaon, Taluka, Igatpuri, Kawanai, Maharashtra 422402, India",+91 92722 27773,https://wa.me/919272227773,,http://www.vallonnevineyards.com/,Owner / Managing Director,4.3 ★ (1005 reviews),1005,https://maps.google.com/?cid=13617099919251348793&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing B2B HoReCa distributor portal and automated wine club membership subscriptions.,"Winery Growth & Tasting Engine (₹64,999)","Hi Sir/Madam, Vallonne Vineyards Pvt Ltd is one of Igatpuri's premier wine destinations. We help vineyards automate weekend tasting bookings via WhatsApp and run targeted B2B campaigns to attract high-paying corporate offsites from Mumbai and Pune.",1,New / Fresh,,,1,2026-09-13 13:19:36,2026-09-13 13:19:36
27,ChIJqQ4NDZ7b3TsRUazsAizkEd4,Sula Vineyards Dindory Winery unit ll,Wineries & Vineyards,Maharashtra,Nashik,,Nashik Zone,422209,"6X33+5M9, Jaulake Wani, Nashik, Maharashtra 422209, India",+91 25572 35927,https://wa.me/912557235927,,,Owner / Managing Director,4.5 ★ (199 reviews),199,https://maps.google.com/?cid=16001821828702841937&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,No direct-to-consumer digital cellar door or online tasting tour booking portal.,"Winery Growth & Tasting Engine (₹64,999)","Hi Sir/Madam, Sula Vineyards Dindory Winery unit ll is one of Nashik's premier wine destinations. We help vineyards automate weekend tasting bookings via WhatsApp and run targeted B2B campaigns to attract high-paying corporate offsites from Mumbai and Pune.",0,New / Fresh,,,1,2026-09-13 13:19:36,2026-09-13 13:19:36
26,ChIJP0sdLYnn3TsRGdJzUZFTT-A,Chandon India Winery,Wineries & Vineyards,Maharashtra,Nashik,,Nashik Zone,422202,"GAT No-652, Stroke 1 and 653, Village Dindori, Taluka Dindori, Nashik, Dindori, Maharashtra 422202, India",+91 92091 99077,https://wa.me/919209199077,,http://www.chandon.co.in/,Owner / Managing Director,4.5 ★ (168 reviews),168,https://maps.google.com/?cid=16163229471257907737&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing B2B HoReCa distributor portal and automated wine club membership subscriptions.,"Winery Growth & Tasting Engine (₹64,999)","Hi Sir/Madam, Chandon India Winery is one of Nashik's premier wine destinations. We help vineyards automate weekend tasting bookings via WhatsApp and run targeted B2B campaigns to attract high-paying corporate offsites from Mumbai and Pune.",1,New / Fresh,,,1,2026-09-13 13:19:36,2026-09-13 13:19:36
25,ChIJWaWqho7t3TsRBUGuSSKzslg,Soma Vine Village,Wineries & Vineyards,Maharashtra,Nashik,,Nashik Zone,422222,"Survey No. 1, Village Ganghavare, Gangapur-Ganghavare Road, Nashik, Gangavhare, Maharashtra 422222, India",+91 70280 66016,https://wa.me/917028066016,,https://www.somavinevillage.com/,Owner / Managing Director,4.2 ★ (5019 reviews),5019,https://maps.google.com/?cid=6391367781038571781&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing B2B HoReCa distributor portal and automated wine club membership subscriptions.,"Winery Growth & Tasting Engine (₹64,999)","Hi Sir/Madam, Soma Vine Village is one of Nashik's premier wine destinations. We help vineyards automate weekend tasting bookings via WhatsApp and run targeted B2B campaigns to attract high-paying corporate offsites from Mumbai and Pune.",1,New / Fresh,,,1,2026-09-13 13:19:36,2026-09-13 13:19:36
24,ChIJdXgEnvrA3TsRITjnL-XGKpk,Grape Berry Vineyards,Wineries & Vineyards,Maharashtra,Nashik,,Nashik Zone,422003,"shilapur, Aurangabad Rd, Nashik, Shilapur, Maharashtra 422003, India",+91 78882 71156,https://wa.me/917888271156,,http://grapeberryvineyard.com/,Owner / Managing Director,4.4 ★ (272 reviews),272,https://maps.google.com/?cid=11036852524478314529&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing B2B HoReCa distributor portal and automated wine club membership subscriptions.,"Winery Growth & Tasting Engine (₹64,999)","Hi Sir/Madam, Grape Berry Vineyards is one of Nashik's premier wine destinations. We help vineyards automate weekend tasting bookings via WhatsApp and run targeted B2B campaigns to attract high-paying corporate offsites from Mumbai and Pune.",1,New / Fresh,,,1,2026-09-13 13:19:36,2026-09-13 13:19:36
23,ChIJvf1Vkrrt3TsRTcKI1OJqef0,Tasting Room,Wineries & Vineyards,Maharashtra,Nashik,,Nashik Zone,422222,"Gat 36/2, Govardhan Village, Off Gangapur-Savargaon Road, Nashik, Govardhan, Maharashtra 422222, India",+91 99700 90048,https://wa.me/919970090048,,,Owner / Managing Director,4.2 ★ (81 reviews),81,https://maps.google.com/?cid=18264747286238642765&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,No direct-to-consumer digital cellar door or online tasting tour booking portal.,"Winery Growth & Tasting Engine (₹64,999)","Hi Sir/Madam, Tasting Room is one of Nashik's premier wine destinations. We help vineyards automate weekend tasting bookings via WhatsApp and run targeted B2B campaigns to attract high-paying corporate offsites from Mumbai and Pune.",0,New / Fresh,,,1,2026-09-13 13:19:36,2026-09-13 13:19:36
22,ChIJ3ehbebrt3TsRnQrbekTODbI,Sula Vineyards,Wineries & Vineyards,Maharashtra,Nashik,,Nashik Zone,422222,"Gat 36/2, off Gangapur-Savargaon Road, Govardhan, Nashik, Maharashtra 422222, India",+91 99700 90010,https://wa.me/919970090010,,https://sulavineyards.com/,Owner / Managing Director,4.3 ★ (27005 reviews),27005,https://maps.google.com/?cid=12830137706962684573&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing B2B HoReCa distributor portal and automated wine club membership subscriptions.,"Winery Growth & Tasting Engine (₹64,999)","Hi Sir/Madam, Sula Vineyards is one of Nashik's premier wine destinations. We help vineyards automate weekend tasting bookings via WhatsApp and run targeted B2B campaigns to attract high-paying corporate offsites from Mumbai and Pune.",1,New / Fresh,,,1,2026-09-13 13:19:36,2026-09-13 13:19:36
21,ChIJAwc-GZXt3TsRnu0RXOhElGw,York Winery & Tasting Room,Wineries & Vineyards,Maharashtra,Nashik,,Nashik Zone,422222,"Gat No.15, 2, Gangapur-Savargaon Rd, Gangavarhe, Nashik, Gangavhare, Maharashtra 422222, India",+91 25322 30700,https://wa.me/912532230700,,http://www.yorkwinery.com/,Owner / Managing Director,4.2 ★ (1416 reviews),1416,https://maps.google.com/?cid=7823954217417174430&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing B2B HoReCa distributor portal and automated wine club membership subscriptions.,"Winery Growth & Tasting Engine (₹64,999)","Hi Sir/Madam, York Winery & Tasting Room is one of Nashik's premier wine destinations. We help vineyards automate weekend tasting bookings via WhatsApp and run targeted B2B campaigns to attract high-paying corporate offsites from Mumbai and Pune.",1,New / Fresh,,,1,2026-09-13 13:19:36,2026-09-13 13:19:36
20,ChIJz1FeJNvt3TsR7g6dgxFpikw,Freesia Resort by Express Inn,Luxury Villas & Stays,Maharashtra,Nashik,,Nashik Zone,422222,"Opp MET College, Near Sula Vineyards Savargaon, road, Govardhan, Nashik, Maharashtra 422222, India",+91 83088 08828,https://wa.me/918308808828,,https://expressinnhotels.com/,Owner / Managing Director,4.3 ★ (709 reviews),709,https://maps.google.com/?cid=5515336217612062446&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing instant VIP direct WhatsApp booking automation & revenue management system.,"Villa Revenue System (₹64,999 + AI WhatsApp Concierge)","Hi Sir/Madam, Freesia Resort by Express Inn has great guest reviews in Nashik, but relying on Airbnb/OTAs costs you 20% in margins. VinEstate builds direct booking websites and 24/7 WhatsApp AI booking concierges for luxury villas in Nashik so you keep 100% of your revenue.",1,New / Fresh,,,1,2026-09-13 13:19:34,2026-09-13 13:19:34
19,ChIJmyEzt0Dp3TsRNjlJbnwg3io,SaffronStays Eden - Villa in Nashik,Luxury Villas & Stays,Maharashtra,Nashik,,Nashik Zone,422003,"3Q62+6C8, Dari - Matori Rd, Matori, Maharashtra 422003, India",+91 80691 60000,https://wa.me/918069160000,,https://saffronstays.in/view/eden-3-bedroom-petfriendly-private-pool-villa-in-nashik-ideal-for-celebrations-in-nashik--maharashtra-for-a-weekend-getaway-HXTXJnlZsLebpCwq?adults=6&children=&infants=&rooms=3&checkin=&checkout=&coupon=,Owner / Managing Director,4.7 ★ (37 reviews),37,https://maps.google.com/?cid=3088942113221065014&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing instant VIP direct WhatsApp booking automation & revenue management system.,"Villa Revenue System (₹64,999 + AI WhatsApp Concierge)","Hi Sir/Madam, SaffronStays Eden - Villa in Nashik has great guest reviews in Nashik, but relying on Airbnb/OTAs costs you 20% in margins. VinEstate builds direct booking websites and 24/7 WhatsApp AI booking concierges for luxury villas in Nashik so you keep 100% of your revenue.",1,New / Fresh,,,1,2026-09-13 13:19:34,2026-09-13 13:19:34
18,ChIJkSVqMg7r3TsReJzR6wc98wE,Gateway Nashik,Luxury Villas & Stays,Maharashtra,Nashik,,Ambad MIDC,422010,"P-17, Agra - Mumbai Rd, MIDC Ambad, Nashik, Maharashtra 422010, India",+91 25366 92300,https://wa.me/912536692300,,https://www.gateway-hotels.com/en-in/hotels/gateway-nashik?utm_source=Google&utm_campaign=Ambad-Nashik&utm_medium=Local,Owner / Managing Director,4.6 ★ (1009 reviews),1009,https://maps.google.com/?cid=140523117609065592&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing instant VIP direct WhatsApp booking automation & revenue management system.,"Villa Revenue System (₹64,999 + AI WhatsApp Concierge)","Hi Sir/Madam, Gateway Nashik has great guest reviews in Nashik, but relying on Airbnb/OTAs costs you 20% in margins. VinEstate builds direct booking websites and 24/7 WhatsApp AI booking concierges for luxury villas in Nashik so you keep 100% of your revenue.",1,New / Fresh,,,1,2026-09-13 13:19:34,2026-09-13 13:19:34
17,ChIJx8M3sKaV3TsRXnbOgIhnZ8U,Butterfly Villa Nashik amã Stays & Trails,Luxury Villas & Stays,Maharashtra,Nashik,,Nashik Zone,422401,"Butterfly Villa, Dhondy Rd, Deolali Camp, Devlali, Maharashtra 422401, India",,,,https://www.amastaysandtrails.com/en-in/butterfly-villa-nashik/?utm_source=Organic&utm_medium=GMB_Local,Owner / Managing Director,4.6 ★ (14 reviews),14,https://maps.google.com/?cid=14224451784047228510&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Low online review volume and missing automated guest re-engagement funnel.,"Villa Revenue System (₹64,999 + AI WhatsApp Concierge)","Hi Sir/Madam, Butterfly Villa Nashik amã Stays & Trails has great guest reviews in Nashik, but relying on Airbnb/OTAs costs you 20% in margins. VinEstate builds direct booking websites and 24/7 WhatsApp AI booking concierges for luxury villas in Nashik so you keep 100% of your revenue.",1,New / Fresh,,,1,2026-09-13 13:19:34,2026-09-13 13:19:34
16,ChIJbes8j93y3TsRO1qF1O5aFyY,"Grape County Eco Resort & Spa, Nashik",Luxury Villas & Stays,Maharashtra,Nashik,,Nashik Zone,422213,"Trimbakeshwar Road, Vadholi, Anjaneri, Maharashtra 422213, India",+91 70309 15009,https://wa.me/917030915009,,https://grapecounty.in/,Owner / Managing Director,4.4 ★ (7548 reviews),7548,https://maps.google.com/?cid=2744762479719832123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing instant VIP direct WhatsApp booking automation & revenue management system.,"Villa Revenue System (₹64,999 + AI WhatsApp Concierge)","Hi Sir/Madam, Grape County Eco Resort & Spa, Nashik has great guest reviews in Nashik, but relying on Airbnb/OTAs costs you 20% in margins. VinEstate builds direct booking websites and 24/7 WhatsApp AI booking concierges for luxury villas in Nashik so you keep 100% of your revenue.",1,New / Fresh,,,1,2026-09-13 13:19:34,2026-09-13 13:19:34
15,ChIJOXli5VOJ3TsRHpoSkugQleE,Pearl Lakeview Mansion,Luxury Villas & Stays,Maharashtra,Igatpuri,,Igatpuri Zone,422214,"Gat 533/1, Igatpuri, Shevgedang, Maharashtra 422214, India",,,,http://www.lakeviewbypearl.com/,Owner / Managing Director,4.7 ★ (248 reviews),248,https://maps.google.com/?cid=16254917021132823070&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing instant VIP direct WhatsApp booking automation & revenue management system.,"Villa Revenue System (₹64,999 + AI WhatsApp Concierge)","Hi Sir/Madam, Pearl Lakeview Mansion has great guest reviews in Igatpuri, but relying on Airbnb/OTAs costs you 20% in margins. VinEstate builds direct booking websites and 24/7 WhatsApp AI booking concierges for luxury villas in Igatpuri so you keep 100% of your revenue.",1,New / Fresh,,,1,2026-09-13 13:19:34,2026-09-13 13:19:34
14,ChIJGQQNQHuT3TsR-SGQFNR5Flo,SaffronStays Jannat - Villa in Igatpuri,Luxury Villas & Stays,Maharashtra,Igatpuri,,Igatpuri Zone,422010,"Survey No.486 Village Pimplad, Taluka, Igatpuri, VMV9+9WH, Lahamagewadi, Maharashtra 422010, India",+91 80691 60000,https://wa.me/918069160000,,https://saffronstays.in/view/jannat-3bedroom-petfriendly-pool-villa-in-igatpuri-near-waldevi-lake-ideal-for-family-celebrations-BtaH8m6420uOHhI3?adults=6&children=&infants=&rooms=3&checkin=&checkout=&coupon=,Owner / Managing Director,4.6 ★ (114 reviews),114,https://maps.google.com/?cid=6491509864686166521&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing instant VIP direct WhatsApp booking automation & revenue management system.,"Villa Revenue System (₹64,999 + AI WhatsApp Concierge)","Hi Sir/Madam, SaffronStays Jannat - Villa in Igatpuri has great guest reviews in Igatpuri, but relying on Airbnb/OTAs costs you 20% in margins. VinEstate builds direct booking websites and 24/7 WhatsApp AI booking concierges for luxury villas in Igatpuri so you keep 100% of your revenue.",1,New / Fresh,,,1,2026-09-13 13:19:34,2026-09-13 13:19:34
13,ChIJTWutLEKF3TsRxNZXH4qqMFo,Kefi Villa- Luxury 5bhk Villa in Igatpuri with Private Pool & Pet-Friendly,Luxury Villas & Stays,Maharashtra,Igatpuri,,Igatpuri Zone,422402,"AT TALOSHI POST BHAVALI KH TAL IGATPURI DIST NASHIK PI NEAR TALOSHI DAM TALOSHI WADI TALOSHI, Igatpuri, Taloshi, Maharashtra 422402, India",,,,,Owner / Managing Director,4.8 ★ (323 reviews),323,https://maps.google.com/?cid=6498881772503684804&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Zero direct booking website — 100% dependent on Airbnb/MakeMyTrip losing 18-22% commission per stay.,"Villa Revenue System (₹64,999 + AI WhatsApp Concierge)","Hi Sir/Madam, Kefi Villa- Luxury 5bhk Villa in Igatpuri with Private Pool & Pet-Friendly has great guest reviews in Igatpuri, but relying on Airbnb/OTAs costs you 20% in margins. VinEstate builds direct booking websites and 24/7 WhatsApp AI booking concierges for luxury villas in Igatpuri so you keep 100% of your revenue.",0,New / Fresh,,,1,2026-09-13 13:19:34,2026-09-13 13:19:34
12,ChIJPZrNt5GF3TsR1liJ_zAtcos,Royal Meadows Igatpuri,Luxury Villas & Stays,Maharashtra,Igatpuri,,Igatpuri Zone,422403,"Milind Nagar, Igatpuri, Maharashtra 422403, India",+91 87791 92053,https://wa.me/918779192053,,,Owner / Managing Director,4.7 ★ (1373 reviews),1373,https://maps.google.com/?cid=10048143407085869270&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Zero direct booking website — 100% dependent on Airbnb/MakeMyTrip losing 18-22% commission per stay.,"Villa Revenue System (₹64,999 + AI WhatsApp Concierge)","Hi Sir/Madam, Royal Meadows Igatpuri has great guest reviews in Igatpuri, but relying on Airbnb/OTAs costs you 20% in margins. VinEstate builds direct booking websites and 24/7 WhatsApp AI booking concierges for luxury villas in Igatpuri so you keep 100% of your revenue.",0,New / Fresh,,,1,2026-09-13 13:19:34,2026-09-13 13:19:34
11,ChIJxxKOjPSG3TsRNtxzkYsBxGI,Sky Luxury Villas Igatpuri,Luxury Villas & Stays,Maharashtra,Igatpuri,,Igatpuri Zone,422403,"Opposite Mystic Valley Spa Resort, Gut No. 284 A Mumbai - Agra Road, Nashik, Talegaon, Igatpuri, Maharashtra 422403, India",+91 98206 01115,https://wa.me/919820601115,,https://www.skyluxuryvillas.com/,Owner / Managing Director,4.4 ★ (98 reviews),98,https://maps.google.com/?cid=7116815010104597558&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Missing instant VIP direct WhatsApp booking automation & revenue management system.,"Villa Revenue System (₹64,999 + AI WhatsApp Concierge)","Hi Sir/Madam, Sky Luxury Villas Igatpuri has great guest reviews in Igatpuri, but relying on Airbnb/OTAs costs you 20% in margins. VinEstate builds direct booking websites and 24/7 WhatsApp AI booking concierges for luxury villas in Igatpuri so you keep 100% of your revenue.",1,New / Fresh,,,1,2026-09-13 13:19:34,2026-09-13 13:19:34
